Bank_Txn_ID,Date,Vendor,Description,Amount,Check_ACH,Cleared_Flag,Match_Key,Duplicate_Payment,Duplicate_Payment_Flag,Invoice_Amount,no_matching_invoice,duplicate_payment,amount_mismatch,q90,unusual_vendor_payment,invoice_marked_paid_but_no_bank_txn,risk_score,risk_level
BTXN-00255,2025-12-07,Tidal Contractors,Payment for INV2025-0326,-24964.54,Check,True,Tidal Contractors|-24964.54,1,OK,24964.54,False,False,True,-4921.664999999997,False,False,30,Medium (20–40%)
BTXN-00266,2025-11-23,Tidal Contractors,Payment for INV2025-0340,-12772.08,Check,True,Tidal Contractors|-12772.08,1,OK,,True,False,True,-4921.664999999997,False,False,100,Critical (85–99%)
BTXN-00012,2025-11-09,Tri-County Services,Payment for INV2025-0016,-28380.53,Check,True,Tri-County Services|-28380.53,1,OK,28380.53,False,False,True,-5115.388,False,False,30,Medium (20–40%)
BTXN-00019,2025-03-09,Tri-County Services,Payment for INV2025-0025,-16158.39,Check,True,Tri-County Services|-16158.39,1,OK,16158.39,False,False,True,-5115.388,False,False,30,Medium (20–40%)
BTXN-00024,2025-04-29,Tri-County Services,Payment for INV2025-0033,-26566.04,Check,True,Tri-County Services|-26566.04,1,OK,,True,False,True,-5115.388,False,False,100,Critical (85–99%)
BTXN-00043,2025-08-05,Tri-County Services,Payment for INV2025-0057,-26111.8,Check,True,Tri-County Services|-26111.8,2,Duplicate Payment,26111.8,False,False,True,-5115.388,False,False,30,Medium (20–40%)
BTXN-00044,2025-08-06,Tri-County Services,Duplicate payment for INV2025-0057,-26111.8,Check,True,Tri-County Services|-26111.8,2,Duplicate Payment,26111.8,False,False,True,-5115.388,False,False,30,Medium (20–40%)
BTXN-00050,2025-11-29,Tri-County Services,Payment for INV2025-0063,-5601.59,Check,True,Tri-County Services|-5601.59,1,OK,,True,False,True,-5115.388,False,False,100,Critical (85–99%)
BTXN-00059,2025-09-01,Tri-County Services,Payment for INV2025-0073,-14793.41,Check,True,Tri-County Services|-14793.41,1,OK,14793.41,False,False,True,-5115.388,False,False,30,Medium (20–40%)
BTXN-00075,2025-10-31,Tri-County Services,Payment for INV2025-0093,-25336.22,Check,True,Tri-County Services|-25336.22,1,OK,,True,False,True,-5115.388,False,False,100,Critical (85–99%)
BTXN-00083,2025-07-25,Tri-County Services,Payment for INV2025-0103,-15516.17,Check,True,Tri-County Services|-15516.17,1,OK,15516.17,False,False,True,-5115.388,False,False,30,Medium (20–40%)
BTXN-00090,2025-06-27,Tri-County Services,Payment for INV2025-0113,-11314.78,Check,True,Tri-County Services|-11314.78,1,OK,,True,False,True,-5115.388,False,False,100,Critical (85–99%)
BTXN-00173,2025-06-04,Tri-County Services,Payment for INV2025-0224,-9904.49,Check,True,Tri-County Services|-9904.49,1,OK,,True,False,True,-5115.388,False,False,100,Critical (85–99%)
BTXN-00174,2025-03-24,Tri-County Services,Payment for INV2025-0225,-12112.77,Check,True,Tri-County Services|-12112.77,1,OK,,True,False,True,-5115.388,False,False,100,Critical (85–99%)
BTXN-00178,2025-06-29,Tri-County Services,Payment for INV2025-0230,-3557.12,Check,True,Tri-County Services|-3557.12,1,OK,3557.12,False,False,True,-5115.388,True,False,40,Medium (20–40%)
BTXN-00218,2025-06-15,Tri-County Services,Payment for INV2025-0281,-16295.95,Check,True,Tri-County Services|-16295.95,1,OK,16295.95,False,False,True,-5115.388,False,False,30,Medium (20–40%)
BTXN-00250,2025-12-14,Tri-County Services,Payment for INV2025-0321,-1326.93,Check,True,Tri-County Services|-1326.93,1,OK,1326.93,False,False,True,-5115.388,True,False,40,Medium (20–40%)
BTXN-00256,2025-05-17,Tri-County Services,Payment for INV2025-0327,-9582.45,Check,True,Tri-County Services|-9582.45,1,OK,9582.45,False,False,True,-5115.388,False,False,30,Medium (20–40%)
